,kaptCode,heatC,heatP,gasC,gasP,waterHotC,waterHotP,electC,electP,waterCoolC,waterCoolP
0,A10071301,289450,0,0,0,0,0,9563462,18416950,955880,5265320
1,A10023352,,,,,,,,,,
2,A10026849,,,,,,,,,,
3,A10023356,,,,,,,,,,
4,A10023343,,,,,,,,,,
5,A10045403,0,0,0,0,0,0,8372329,31848980,3419290,18576690
6,A10045401,0,0,175200,0,0,0,7405850,0,4663900,0
7,A10045601,0,0,0,0,0,0,4522320,34447110,1082150,0
8,A10045302,0,0,668520,0,0,0,28127381,96013600,0,51367630
9,A10045404,0,0,0,0,0,0,10075769,49571200,5911360,29601750
10,A10045001,0,0,0,0,0,0,9562870,19314550,407980,8551850
11,A10045402,0,0,111990,0,0,0,1571910,8726400,10957090,0
12,A10078901,0,0,0,0,0,0,12894376,35271080,-1039710,14409590
13,A10078902,0,0,0,0,0,0,0,3564550,0,2642840
14,A10045301,0,0,0,0,0,0,3341690,33330200,2114910,20704070
15,A10078103,55200,0,0,0,0,0,0,3680560,0,2247970
16,A10078102,,,,,,,,,,
17,A10045002,0,0,0,0,0,0,13829885,33937121,1911110,15527040
18,A13302201,0,0,0,0,0,0,1965580,10221000,67000,3975750
19,A10025456,0,0,0,0,0,0,3218319,10994830,467800,5699010
20,A10025372,0,0,0,0,0,0,2171125,0,412660,0
21,A10044002,0,0,0,0,0,0,3639731,73643850,2290880,26081890
22,A10044001,0,0,0,0,0,0,4079200,5844510,0,4083120
23,A10027364,0,0,0,0,0,0,4694967,13364300,99800,4521580
24,A10024756,,,,,,,,,,
25,A10085902,0,0,0,0,0,0,1428600,0,360200,0
26,A10085903,0,0,238760,0,0,0,5967300,21211880,-1266780,14290910
27,A10080701,0,0,0,0,0,0,2113644,7489180,0,3429800
28,A10026881,0,0,62300,0,0,0,14581080,39409770,5056390,19165260
29,A10026517,0,0,0,0,0,0,2849234,10174710,323970,2994900
